"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-25",431,"F",5,"A",1948,83.42,47.46262,5.422509,"Vente","Maison Individuelle","70100","70","Rue de l'Oratoire 70100 Broye-les-Loups-et-Verfontaine",0.41
"Méthode Facture",,"2013-05-27",0,"N",0,"N",1947,200,46.3666288,4.5665332,"Vente","Maison Individuelle","71520","71","Le Bourg (Arrêt de bus) Brandon",0.84
"FACTURE - DPE","V2012","2013-05-27",74.07,"B",17.33,"C",2006,3770.92,,,"Neuf","Maison Individuelle","72181","72",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-29",271,"E",14,"C",2001,89.54,,,"Vente","Maison Individuelle","73220","73",,0
"Méthode Facture",,"2013-05-20",273,"E",82,"G",1947,30.69,45.90033,6.1223281,"Location","Logement","74000","74","SNCF Rue des Glières (Covoiturage) Annecy",0.89
"3CL - DPE","V2012","2013-05-09",434,"F",25,"D",1970,80,48.8263331,2.357057,"Vente","Logement","75056","75","Tolbiac - sortie 1 - rue de Tolbiac (Bouche de métro) Paris",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-20",350,"F",80,"F",1948,74.96,45.4581936,4.7687398,"Vente","Maison Individuelle","76370","76","Avenue de la Libération (Pont) Condrieu",0.8
"3CL - DPE","V2012","2013-05-17",362,"F",64,"F",1974,200,47.3468691,-3.1539515,"Vente","Maison Individuelle","77379","77","Rue de l'Escalier Le Palais",0.88
"3CL - DPE","V2012","2013-05-12",336,"F",19,"C",2004,91,47.4520933,0.7047418,"Location","Bâtiment collectif à usage principal d'habitation","78361","78","Rue du Vieux Bourg (Chemin piéton) Notre-Dame-d'Oé",0.73
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",210,"D",11,"C",2006,81.06,46.3200928,-0.4634422,"Vente","Logement","79000","79","Pavillon Trousseau de l'Hôpital de Niort (Patrimoine national) Niort",0.89
"Méthode Facture",,"2013-05-10",326,"E",52,"E",1947,90,,,"Vente","Maison Individuelle","80800","80",,0
"Méthode Facture",,"2013-06-01",0,"N",0,"N",1947,122,,,"Location","Maison Individuelle","81120","81",,0
"Méthode Facture",,"2013-06-11",291,"E",9,"B",1947,131,48.8231708,2.5549084,"Vente","Maison Individuelle","82600","82","Rue Danielle Casanova (Chemin piéton) Villiers-sur-Marne",0.78
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",152,"D",5,"A",1948,45,,,"Vente","Logement","83470","83",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",209,"D",47,"E",1948,153,46.8313676,-2.1318789,"Location","Maison Individuelle","84210","84","Place de l'Église (Parking) Notre-Dame-de-Monts",0.76
"TROIS_CL_DPE","VERSION_2012","2013-05-21",654.6,"G",40.85,"E",1960,45.35,47.0800842,5.4104432,"Vente","Maison Individuelle","85307","85","Allée des Fleurs (Pont) Damparis",0.9
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",379,"F",19,"C",1948,29.16,,,"Location","Logement","86000","86",,0
"FACTURE","VERSION_2012","2013-05-25",0,"A",0,"A",1947,116,,,"Location","Maison Individuelle","87035","87",,0
"3CL - DPE","V2012","2013-05-13",267.69,"E",58.9,"F",1947,48.18,48.057164,6.706615,"Location","Logement","88462","88","32 Route de l'Usine 88120 Le Syndicat",0.79
"FACTURE - DPE","V2012","2013-05-29",178.64,"D",9.01,"B",2013,134.59,48.300591,3.053898,"Neuf","Maison Individuelle","89332","89","Lot de la Loge aux Moines 89340 Saint-Agnan",0.71
"3CL - DPE","V2012","2013-06-05",367.09,"F",85.9,"G",1949,72,47.637941,6.838999,"Vente","Logement","90010","90","1 Rue du Docteur Petitjean 90000 Belfort",0.83
"FACTURE - DPE","V2012","2013-05-13",199.8,"D",27.73,"D",1977,55,48.8246506,2.1196393,"Vente","Logement","91286","91","Square Surcouf (Chemin piéton) Le Chesnay",0.73
"FACTURE - DPE","V2012","2013-05-14",251.18,"E",8.18,"B",1982,26.67,,,"Vente","Logement","92100","92",,0
"FACTURE - DPE","V2012","2013-05-15",74.81,"B",17.51,"C",2006,817.47,48.875869,2.413908,"Neuf","Maison Individuelle","93045","93","20 Rue Chassagnolle 93260 Les Lilas",0.94
"TROIS_CL_DPE","VERSION_2012","2013-05-20",348.05,"F",81.44,"G",1972,62,48.808844,2.581274,"Vente","Logement","94059","94","192 Avenue de la Maréchale 94420 Le Plessis-Trévise",0.85
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",399,"F",23,"D",1989,81.68,49.2585358,2.4632571,"Location","Logement","95400","95","Rue Jean Jaurès (Pont) Creil",0.9
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",535,"G",33,"D",1975,117,46.1787957,4.7500455,"Vente","Maison Individuelle","01750","01","Rue des Condeminals (Pont) Romanèche-Thorins",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-30",226,"D",6,"B",2006,81.12,49.669052,3.300949,"Vente","Maison Individuelle","02300","02","L'Eglise 02700 Tergnier",0.54
"Méthode Facture",,"2013-05-27",343,"F",80,"F",1,70.79,46.529466,3.754375,"Location","Logement","03100","03","17 Rue de la Boise 03290 Diou",0.35
"3CL - DPE","V2012","2013-06-17",426.08,"F",24.59,"D",1975,60.36,43.851241,5.813693,"Vente","Logement","04112","04","661 Chemin du Bois Hospitalier 04100 Manosque",0.69
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-14",175,"D",41,"E",1983,176.63,,,"Vente","Maison Individuelle","05000","05",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",178,"D",5,"A",1983,34.5,,,"Vente","Logement","06200","06",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-31",291,"E",15,"C",1983,73,,,"Location","Logement","07500","07",,0
"3CL - DPE","V2012","2013-06-13",0,"N",0,"N",1974,201.18,49.776135,4.718031,"Vente","Maison Individuelle","08105","08","23 Rue Jean Baptiste Clement 08000 Charleville-Mézières",0.96
"3CL - DPE","V2012","2013-06-17",250.92,"E",8.17,"B",1930,71,46.369867,2.5210777,"Vente","Maison Individuelle","9185","09","Rue Saint-Abdon (Chemin) Domérat",0.74
"3CL - DPE","V2012","2013-06-08",531.85,"G",131.45,"G",1959,69.5,43.4994119,3.720307,"Vente","Maison Individuelle","10044","10","Rue du Terrier (Chemin) Gigean",0.74
"FACTURE - DPE","V2012","2013-05-23",77.44,"N",2.52,"N",1948,120,43.212545,2.340388,"Vente","Maison Individuelle","11069","11","9 Rue Armand Raynaud 11000 Carcassonne",0.96
"Méthode Facture",,"2013-06-25",520,"G",13,"C",1947,100,48.6429246,7.1531168,"Vente","Maison Individuelle","12370","12","Promontoir St Léon -ruine Chapelle (Ruines) Walscheid",0.88
"Méthode Facture",,"2013-05-07",216,"D",50,"E",1,21.33,43.901441,4.774453,"Vente","Logement","13010","13","Le Mas Sainte-catherine 13570 Barbentane",0.44
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-06",436,"F",25,"D",1978,14,49.9791089,1.3719594,"Location","Logement","14000","14","Rue du Pont de l'Yères Saint-Martin-le-Gaillard",0.72
"TROIS_CL_DPE","VERSION_2012","2013-07-01",278.19,"E",13.24,"C",2011,52.81,,,"Location","Maison Individuelle","15027","15",,0
"3CL - DPE","V2012","2013-05-24",203.19,"D",60.96,"F",1900,107,45.809778,0.541844,"Vente","Maison Individuelle","16096","16","Route de Saint Pierre 16310 Cherves-Châtelars",0.55
"TROIS_CL_DPE","VERSION_2012","2013-05-16",146.19,"C",34.21,"D",1978,160,49.8237911,2.6167712,"Vente","Maison Individuelle","17168","17","Grande Rue (Forêt) Cayeux-en-Santerre",0.9
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-27",543,"G",41,"E",1960,142.87,47.134887,2.152433,"Vente","Maison Individuelle","18190","18","11 Route de Lury 18120 Quincy",0.68
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-18",330,"E",11,"C",1975,153.5,,,"Location","Maison Individuelle","19360","19",,0
"3CL - DPE","V2012","2013-05-24",176,"D",41,"E",1981,107,,,"Location","Logement","2131","21",,0
"3CL - DPE","V2012","2013-05-14",0,"N",0,"N",1700,89.7,48.474195,-2.247856,"Vente","Logement","22014","22","La Ville Ory 22130 Bourseul",0.7
"FACTURE - DPE","V2012","2013-07-02",173.42,"D",40.58,"E",1948,160,46.075762,2.092461,"Vente","Maison Individuelle","23105","23","6 Rue du Centre 23150 Lavaveix-les-Mines",0.94
"FACTURE - DPE","V2012","2013-05-27",64.73,"N",2.11,"N",1948,122,44.905536,1.313159,"Location","Maison Individuelle","24336","24","Le Bourg 24370 Prats-de-Carlux",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-30",323,"E",75,"F",1948,92.5,47.3283,6.01472,"Vente","Maison Individuelle","25200","25","10 Rue des Charmes 25870 Devecey",0.35
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",124,"C",29,"D",2004,84,44.417721,5.229162,"Location","Logement","26130","26","Chemin du Col de Fabre 26110 Eyroles",0.33
"FACTURE - DPE","V2012","2013-05-24",246.82,"E",12.62,"C",2006,82.59,49.16365,0.599301,"Neuf","Maison Individuelle","27079","27","Rue de la Vastine 27300 Boissy-Lamberville",0.93
"3CL - DPE","V2012","2013-05-24",101,"C",4,"A",1974,0,48.2105718,1.1623513,"Vente","Maison Individuelle","061","28","Rue Émile Baudin (Pont) Brou",0.8
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",238,"E",10,"B",2007,57,48.8528569,2.3352734,"Location","Logement","29260","29","Mabillon - sortie 2 rue du Four (Bouche de métro) Paris",0.77
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-17",312,"E",17,"C",1948,81.15,,,"Vente","Maison Individuelle","20166","2A",,0
"3CL - DPE","V2012","2013-07-08",123.13,"C",4.01,"A",1944,105.93,42.69311,9.451191,"Vente","Logement","20033","2B","2 Rue de la Paroisse 20200 Bastia",0.96
"3CL - DPE","V2012","2013-05-21",138,"C",7,"B",2009,116.78,44.5005849,4.3650216,"Vente","Maison Individuelle","30243","30","Chemin de Daumagnent au Frigoulet Balazuc",0.81
"3CL - DPE","V2012","2013-05-06",438.3,"F",111.76,"G",1950,111.5,48.8663657,2.3679856,"Vente","Maison Individuelle","31075","31","Hôtel Ibis Paris Avenue de la République Paris",0.8
"Méthode Facture",,"2013-06-14",261,"E",8,"B",1947,46,,,"Location","Logement","32000","32",,0
"Méthode Facture",,"2013-05-06",146,"C",34,"D",1900,178,,,"Vente","Maison Individuelle","33000","33",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",239,"E",24,"D",1983,24.31,,,"Vente","Maison Individuelle","34300","34",,0
"3CL - DPE","V2012","2013-05-07",257.66,"E",14.77,"C",1986,140,48.154007,-1.567949,"Vente","Maison Individuelle","35334","35","18 Ruelles du Tertre Rouge 35235 Thorigné-Fouillard",0.88
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-07",245,"E",12,"C",1978,254,48.9148369,2.4612526,"Vente","Maison Individuelle","36110","36","Jean Jaurès - Avenue du Bois d'Amour (Arrêt de bus) Drancy",0.71
"3CL - DPE","V2012","2013-05-29",258.51,"E",12.47,"C",1988,101,46.972957,0.69785,"Vente","Maison Individuelle","37115","37","11 ter Rue Carnot 37160 Descartes",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",272,"E",15,"C",1948,96.25,,,"Vente","Logement","38660","38",,0
"Méthode Facture",,"2013-06-11",0,"N",0,"N",1947,73.4,47.140308,5.491335,"Vente","Maison Individuelle","39270","39","22 Rue de la Platière 39100 Jouhe",0.58
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",425,"F",79,"F",1948,73,,,"Vente","Maison Individuelle","40500","40",,0
"3CL - DPE","V2012","2013-05-17",137.23,"C",35.83,"D",1970,94.3,47.584034,1.319444,"Copropriété","Logement","41018","41","30 Avenue de la Butte 41000 Blois",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",245,"E",23,"D",1997,100,,,"Vente","Maison Individuelle","42520","42",,0
"Méthode Facture",,"2013-06-06",329,"E",10,"B",1947,130,,,"Vente","Maison Individuelle","43100","43",,0
"FACTURE - DPE","V2012","2013-05-03",0,"N",0,"N",1948,90,48.2063722,-4.0844297,"Vente","Maison Individuelle","44109","44","Rue du Vastil (Chemin) Châteaulin",0.75
"TROIS_CL_DPE","VERSION_2012","2013-05-21",131.67,"C",21,"D",2003,263,46.7838741,0.5259023,"Vente","Maison Individuelle","45098","45","Rue des Bordes (Pont) Naintré",0.83
"3CL - DPE","V2012","2013-06-27",0,"N",0,"N",1900,49,44.346461,1.793154,"Vente","Maison Individuelle","46020","46","Rue de la Mairie 46260 Beauregard",0.35
"FACTURE - DPE","V2012","2013-05-21",170.58,"D",7.12,"B",2006,77.91,44.175971,0.30866,"Neuf","Maison Individuelle","47143","47","Lotissement Clos du Vignoble 47230 Lavardac",0.86
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-19",439,"F",117,"G",1948,103,45.4547668,4.39087,"Vente","Maison Individuelle","48400","48","Village Café Saint-Étienne",0.89
"FACTURE","VERSION_2012","2013-05-27",0,"A",0,"A",1800,47,47.66288,-0.57089,"Vente","Logement","49051","49","Allee du Porche 49330 Les Hauts-d'Anjou",0.94
"FACTURE - DPE","V2012","2013-05-13",0,"N",0,"N",1948,154.11,48.907182,-1.349998,"Vente","Maison Individuelle","50197","50","7 Rue Armand Lebailly 50450 Gavray-sur-Sienne",0.94
"FACTURE - DPE","V2012","2013-05-24",0,"N",0,"N",1948,105,49.138686,4.225834,"Vente","Maison Individuelle","51428","51","20 Grande Rue 51400 Les Petites-Loges",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-26",507,"G",137,"G",1948,120,43.4087037,5.9203351,"Vente","Maison Individuelle","52600","52","Parking Avenue Gambetta Tourves",0.76
"3CL - DPE","V2012","2013-05-28",268.26,"E",80.48,"F",1974,93.25,48.448086,-0.804298,"Vente","Maison Individuelle","53131","53","La Petite Besnardiere 53120 Lesbois",0.57
"Méthode Facture",,"2013-05-25",338,"F",11,"C",1947,77,48.6924625,6.1814599,"Vente","Logement","54000","54","Maison des Soeurs Macarons (Confiserie) Nancy",0.75
"Méthode Facture",,"2013-05-15",0,"N",0,"N",1947,40,,,"Vente","Logement","55000","55",,0
"3CL - DPE","V2012","2013-05-15",0,"N",0,"N",1940,106,49.5176276,5.7687595,"Location","Maison Individuelle","56178","56","Parc des Récollets Longwy",0.71
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-01",288,"E",67,"F",1989,88.5,43.1656779,6.0513344,"Location","Logement","57390","57","Rue de la Gare (Pont) La Farlède",0.74
"3CL - DPE","V2012","2013-06-11",313.78,"E",42.53,"E",1947,142,46.977541,3.164937,"Vente","Maison Individuelle","58194","58","9 Route de Sermoise 58000 Nevers",0.95
"Méthode Facture",,"2013-05-12",0,"N",0,"N",1947,75,50.2481212,1.6711415,"Vente","Maison Individuelle","59370","59","Rue de Becquerel (Pont) Favières",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",169,"D",30,"D",1989,185.84,,,"Vente","Maison Individuelle","60460","60",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",244,"E",53,"E",1948,130,48.488798,-0.051384,"Vente","Maison Individuelle","61350","61","10 Lieu Dit le Bourg 61420 La Roche-Mabile",0.37
"3CL - DPE","V2012","2013-05-15",381.22,"F",12.41,"C",1947,131.85,50.462429,2.142749,"Vente","Maison Individuelle","62069","62","6 Hameau de la Gacogne 62310 Azincourt",0.93
"3CL - DPE","V2012","2013-06-01",432,"F",130,"G",1974,49.85,45.650313,2.558838,"Vente","Maison Individuelle","63048","63","12 Route des Granges 63760 Bourg-Lastic",0.5
"3CL - DPE","V2012","2013-05-17",136,"C",6,"B",2004,162,48.8583905,2.7587861,"Vente","Logement","64024","64","Allée de Sofia (Route en construction) Montévrain",0.88
"3CL - DPE","V2012","2013-05-29",237,"E",55,"E",1977,82.45,,,"Vente","Logement","1","65",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",183,"D",8,"B",1948,58.73,45.0584328,6.0366657,"Location","Logement","66000","66","Avenue Aristide Briand (Pont) Le Bourg-d'Oisans",0.7
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",163,"D",8,"B",1948,100,47.3247082,3.5339448,"Vente","Maison Individuelle","67160","67","Ancienne Rue de la Montagne (Chemin) Grenois",0.81
"Méthode Facture",,"2013-05-24",169,"D",39,"E",1947,226,48.0864803,7.2801545,"Vente","Maison Individuelle","68000","68","Square Charles Grad (Parc) Turckheim",0.74
"Méthode Facture",,"2013-05-07",181,"D",4,"A",1,100.02,43.6605294,1.4243052,"Vente","Logement","69100","69","Avenue Salvador Allende (Pont) Toulouse",0.75
"Méthode Facture",,"2013-06-25",301,"E",4,"A",1947,59.82,47.478725,5.432785,"Location","Maison Individuelle","70100","70","3 Rue Hugues de Vergy 70100 Broye-les-Loups-et-Verfontaine",0.48
"Méthode Facture",,"2013-05-24",325,"E",102,"G",1947,62.41,45.9787799,4.7198323,"Vente","Logement","71000","71","Avenue Edouard Herriot (Pont) Villefranche-sur-Saône",0.79
"FACTURE","VERSION_2012","2013-05-27",285.37,"E",7.86,"B",1900,84.46,48.371407,0.185247,"Vente","Maison Individuelle","72005","72","20 Route du Chatelet 72610 Ancinnes",0.59
"Méthode Facture",,"2013-05-29",257,"E",7,"B",1,36,,,"Vente","Logement","73530","73",,0
"Méthode Facture",,"2013-05-21",169,"D",50,"E",1947,61.45,43.5303167,1.5263953,"Vente","Logement","74950","74","Rue du Collège du Périgord (Piste cyclable) Labège",0.7
"Méthode Facture",,"2013-05-10",284,"E",48,"E",1947,32.41,48.8392672,2.3919749,"Vente","Logement","75012","75","Boulevard de Reuilly (Piste cyclable) Paris",0.78
"Méthode Facture",,"2013-05-20",255,"E",8,"B",1947,65.29,49.482837,1.746177,"Location","Maison Individuelle","76260","76","3 Rue du Vieux Chateau 76220 Ferrières-en-Bray",0.36
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",329,"E",17,"C",1989,43,48.743032,2.770558,"Vente","Maison Individuelle","77470","77","3 Rue des Pres Bataille 77220 Tournan-en-Brie",0.61
"3CL - DPE","V2012","2013-05-13",199,"D",47,"E",2004,78.4,,,"Location","Maison Individuelle","02573","78",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",208,"D",10,"B",2006,37.76,46.3200928,-0.4634422,"Vente","Logement","79000","79","Pavillon Trousseau de l'Hôpital de Niort (Patrimoine national) Niort",0.89
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-10",291,"E",9,"B",1975,109,49.865723,1.839939,"Vente","Maison Individuelle","80800","80","1 Rue Principale 80140 Villers-Campsart",0.47
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-05",225,"D",52,"E",1978,34.51,48.8285671,2.327814,"Vente","Logement","81000","81","Marks & Spencer Food (Épicerie) Paris",0.81
"Méthode Facture",,"2013-06-11",0,"N",0,"N",1947,140,50.1304647,1.8832955,"Vente","Maison Individuelle","82220","82","Rue du Pont de la Ville Caours",0.72
"3CL - DPE","V2012","2013-05-06",193.22,"D",8.72,"B",1976,86,49.8756011,0.8005403,"Vente","Logement","83123","83","Rue du Général Barbot (Escalier) Veules-les-Roses",0.8
"3CL - DPE","V2012","2013-05-22",202.64,"D",10.23,"B",1980,100,43.944086,4.847875,"Vente","Maison Individuelle","84007","84","1 Rue Jean Monnet 84000 Avignon",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",196,"D",58,"F",1975,89,47.1428492,-1.324323,"Vente","Maison Individuelle","85450","85","Lotissement du Hameau des Vignes (Zone résidentielle) Le Pallet",0.7
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",171,"D",9,"B",1948,153,,,"Vente","Maison Individuelle","86530","86",,0
"FACTURE","VERSION_2012","2013-05-25",167.16,"D",50.14,"E",1940,167,46.263091,1.125238,"Vente","Maison Individuelle","87056","87","Lascoux 87210 Dinsac",0.71
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-27",135,"C",9,"B",1948,74.62,48.336481,5.90534,"Vente","Maison Individuelle","88150","88","Rue de l'Atre 88170 Dommartin-sur-Vraine",0.34
"3CL - DPE","V2012","2013-06-05",300.85,"E",63.94,"F",1964,77,48.224956,3.138723,"Vente","Maison Individuelle","89054","89","Route de Sens 89150 Brannay",0.42
"3CL - DPE","V2012","2013-06-05",185.28,"D",43.35,"E",1900,87,47.626348,6.852182,"Vente","Maison Individuelle","90010","90","13 Avenue Edmond Miellet 90000 Belfort",0.71
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",311,"E",14,"C",1948,33.9,48.4279973,4.9563926,"Vente","Logement","91760","91","Rue Charles de Gaulle (Pont) Dommartin-le-Franc",0.75
"3CL - DPE","V2012","2013-05-06",198.67,"D",57.29,"F",1958,78,48.8186905,2.4450385,"Vente","Logement","92020","92","Avenue de Gravelle (Piste cyclable) Paris",0.75
"FACTURE - DPE","V2012","2013-05-15",74.81,"B",17.51,"C",2006,817.47,48.875869,2.413908,"Neuf","Maison Individuelle","93045","93","20 Rue Chassagnolle 93260 Les Lilas",0.94
"Méthode Facture",,"2013-05-21",545,"G",127,"G",1947,52.97,45.7749192,3.084894,"Vente","Maison Individuelle","94380","94","Rue Georges Clemenceau 1e Impasse (Escalier) Clermont-Ferrand",0.79
"3CL - DPE","V2012","2013-05-14",314.27,"E",17.32,"C",1988,82,48.7210477,2.2694361,"Vente","Maison Individuelle","95176","95","Rue Jean Bart (Route en construction) Massy",0.72
"3CL - DPE","V2012","2013-05-16",356.55,"F",21.07,"D",1977,116,47.1101692,-1.6007855,"Vente","Maison Individuelle","1011","01","Rue des Brues (Chemin) La Chevrolière",0.82
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-30",330,"E",18,"C",1948,68.42,,,"Location","Maison Individuelle","02300","02",,0
"3CL - DPE","V2012","2013-05-29",612.84,"G",143.4,"G",1962,70.5,46.312533,2.594263,"Vente","Maison Individuelle","03140","03","8 Rue des Sauzes 03100 Lavault-Sainte-Anne",0.51
"3CL - DPE","V2012","2013-06-14",482.17,"G",28.71,"D",1970,69.21,43.833898,5.777935,"Vente","Maison Individuelle","04112","04","44 Allee Abbe Feraud 04100 Manosque",0.6
"Méthode Facture",,"2013-06-14",180,"D",42,"E",1947,62,,,"Location","Logement","05000","05",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",84,"B",19,"C",1983,73.77,,,"Vente","Logement","06560","06",,0
"3CL - DPE","V2012","2013-05-31",282.35,"E",84.71,"G",1974,95,45.253437,4.702013,"Vente","Maison Individuelle","07078","07","48 Rue des Résidences du Soleil 07430 Davézieux",0.49
